Pipeline,Completness,Resolution
PHENIX,48.09,"3.2	(150)"
PHENIX,95.72,"2.0 - 3.1	(81)"
PHENIX,27.2,"3.2	(150)"
PHENIX,5.42,"4.0	(150)"
PHENIX,3.05,"4.0	(150)"
PHENIX,14.29,"4.0	(150)"
PHENIX,7.41,"4.0	(150)"
PHENIX,7.33,"4.0	(150)"
PHENIX,9.17,"3.8	(150)"
PHENIX,8.7,"4.0	(150)"
PHENIX,95.69,"1.0 - 1.9	(67)"
PHENIX,28.31,"3.2	(150)"
PHENIX,98.09,"2.0 - 3.1	(81)"
PHENIX,11.68,"4.0	(150)"
PHENIX,10.93,"3.4	(150)"
PHENIX,99.05,"2.0 - 3.1	(81)"
PHENIX,31.65,"3.6	(150)"
PHENIX,6.07,"4.0	(150)"
PHENIX,21.74,"4.0	(150)"
PHENIX,10.81,"4.0	(150)"
PHENIX,22.78,"3.6	(150)"
PHENIX,34.38,"3.4	(150)"
PHENIX,20.17,"3.8	(150)"
PHENIX,33.33,"3.4	(150)"
PHENIX,45.36,"3.6	(150)"
PHENIX,87.23,"1.0 - 1.9	(67)"
PHENIX,39.38,"3.8	(150)"
PHENIX,47.51,"3.2	(150)"
PHENIX,25.6,"3.8	(150)"
PHENIX,17.88,"3.2	(150)"
PHENIX,19.13,"3.6	(150)"
PHENIX,40.32,"3.8	(150)"
PHENIX,41.6,"3.4	(150)"
PHENIX,89.22,"2.0 - 3.1	(81)"
PHENIX,46.45,"3.4	(150)"
PHENIX,54.91,"3.6	(150)"
PHENIX,13.12,"4.0	(150)"
PHENIX,0.66,"3.2	(150)"
PHENIX,20.55,"4.0	(150)"
PHENIX,14.98,"3.4	(150)"
PHENIX,93.15,"1.0 - 1.9	(67)"
PHENIX,44.05,"3.2	(150)"
PHENIX,44.55,"3.4	(150)"
PHENIX,1.6,"3.8	(150)"
PHENIX,21.18,"4.0	(150)"
PHENIX,23.66,"3.6	(150)"
PHENIX,15.02,"3.6	(150)"
PHENIX,36.18,"3.8	(150)"
PHENIX,53.51,"3.2	(150)"
PHENIX,14.93,"3.6	(150)"
PHENIX,17.83,"3.6	(150)"
PHENIX,35.69,"3.2	(150)"
PHENIX,35.29,"3.8	(150)"
PHENIX,30.02,"3.4	(150)"
PHENIX,10.82,"3.8	(150)"
PHENIX,7.54,"4.0	(150)"
PHENIX,96.43,"2.0 - 3.1	(81)"
PHENIX,29.94,"3.2	(150)"
PHENIX,10.93,"3.6	(150)"
PHENIX,50.6,"3.2	(150)"
PHENIX,20.18,"3.4	(150)"
PHENIX,52.38,"3.2	(150)"
PHENIX,51.06,"3.6	(150)"
PHENIX,21.65,"3.6	(150)"
PHENIX,28.12,"3.6	(150)"
PHENIX,4.76,"3.8	(150)"
PHENIX,6.07,"4.0	(150)"
PHENIX,0.41,"3.6	(150)"
PHENIX,34.67,"3.2	(150)"
PHENIX,34.07,"3.8	(150)"
PHENIX,18.96,"3.6	(150)"
PHENIX,12.53,"4.0	(150)"
PHENIX,12.41,"3.6	(150)"
PHENIX,18.19,"4.0	(150)"
PHENIX,33.59,"3.4	(150)"
PHENIX,15.83,"3.8	(150)"
PHENIX,96.17,"2.0 - 3.1	(81)"
PHENIX,18.4,"3.2	(150)"
PHENIX,57.36,"3.2	(150)"
PHENIX,37.41,"3.2	(150)"
PHENIX,91.15,"2.0 - 3.1	(81)"
PHENIX,31.69,"3.8	(150)"
PHENIX,37.58,"3.4	(150)"
PHENIX,47.11,"3.2	(150)"
PHENIX,1.23,"3.8	(150)"
PHENIX,98.2,"2.0 - 3.1	(81)"
PHENIX,95.65,"2.0 - 3.1	(81)"
PHENIX,3.8,"4.0	(150)"
PHENIX,8.11,"3.8	(150)"
PHENIX,23.89,"3.8	(150)"
PHENIX,22.06,"3.8	(150)"
PHENIX,15.11,"3.6	(150)"
PHENIX,5.41,"3.8	(150)"
PHENIX,46.85,"3.8	(150)"
PHENIX,16.34,"3.6	(150)"
PHENIX,22.75,"3.6	(150)"
PHENIX,52,"4.0	(150)"
PHENIX,8.56,"4.0	(150)"
PHENIX,15.08,"3.6	(150)"
PHENIX,97.98,"2.0 - 3.1	(81)"
PHENIX,7.28,"4.0	(150)"
PHENIX,34.55,"3.2	(150)"
PHENIX,16.96,"4.0	(150)"
PHENIX,98.91,"1.0 - 1.9	(67)"
PHENIX,25.71,"3.6	(150)"
PHENIX,38.46,"3.4	(150)"
PHENIX,4.87,"4.0	(150)"
PHENIX,9.78,"3.8	(150)"
PHENIX,10.14,"3.8	(150)"
PHENIX,22.58,"3.8	(150)"
PHENIX,96.52,"1.0 - 1.9	(67)"
PHENIX,34.43,"3.6	(150)"
PHENIX,31.7,"3.2	(150)"
PHENIX,37.11,"3.4	(150)"
PHENIX,40.59,"3.4	(150)"
PHENIX,43.48,"3.4	(150)"
PHENIX,37.95,"3.6	(150)"
PHENIX,29.86,"3.6	(150)"
PHENIX,23.36,"3.8	(150)"
PHENIX,15.53,"3.6	(150)"
PHENIX,17.56,"4.0	(150)"
PHENIX,20.07,"3.4	(150)"
PHENIX,96.51,"1.0 - 1.9	(67)"
PHENIX,91.92,"2.0 - 3.1	(81)"
PHENIX,32.47,"3.6	(150)"
PHENIX,7.79,"3.4	(150)"
PHENIX,0,"3.8	(150)"
PHENIX,29.39,"3.6	(150)"
PHENIX,7.6,"4.0	(150)"
PHENIX,13.27,"3.8	(150)"
PHENIX,72.8,"3.2	(150)"
PHENIX,23.08,"3.6	(150)"
PHENIX,38.62,"3.8	(150)"
PHENIX,98.48,"2.0 - 3.1	(81)"
PHENIX,88.31,"2.0 - 3.1	(81)"
PHENIX,12.5,"3.2	(150)"
PHENIX,37.19,"3.6	(150)"
PHENIX,90.6,"2.0 - 3.1	(81)"
PHENIX,10.78,"4.0	(150)"
PHENIX,8.55,"4.0	(150)"
PHENIX,6.47,"3.8	(150)"
PHENIX,38.01,"3.4	(150)"
PHENIX,6.21,"3.8	(150)"
PHENIX,98.68,"1.0 - 1.9	(67)"
PHENIX,30.28,"3.2	(150)"
PHENIX,95.53,"2.0 - 3.1	(81)"
PHENIX,4.22,"3.8	(150)"
PHENIX,18.67,"4.0	(150)"
PHENIX,13.19,"4.0	(150)"
PHENIX,26.81,"3.4	(150)"
PHENIX,18.45,"3.8	(150)"
PHENIX,57.72,"3.6	(150)"
PHENIX,21.96,"3.6	(150)"
PHENIX,35.42,"3.8	(150)"
PHENIX,79.06,"2.0 - 3.1	(81)"
PHENIX,43.26,"4.0	(150)"
PHENIX,31.59,"3.2	(150)"
PHENIX,37.81,"3.2	(150)"
PHENIX,96.12,"2.0 - 3.1	(81)"
PHENIX,43.13,"3.4	(150)"
PHENIX,26.62,"3.4	(150)"
PHENIX,25.31,"3.6	(150)"
PHENIX,33.08,"3.2	(150)"
PHENIX,7.61,"4.0	(150)"
PHENIX,22.63,"3.6	(150)"
PHENIX,31.36,"3.4	(150)"
PHENIX,78.99,"2.0 - 3.1	(81)"
PHENIX,26.96,"3.4	(150)"
PHENIX,16.35,"3.8	(150)"
PHENIX,9.78,"4.0	(150)"
PHENIX,16.34,"3.8	(150)"
PHENIX,9.85,"3.8	(150)"
PHENIX,14.26,"3.8	(150)"
PHENIX,46.51,"3.2	(150)"
PHENIX,26.55,"3.2	(150)"
PHENIX,95.87,"1.0 - 1.9	(67)"
PHENIX,31.4,"3.6	(150)"
PHENIX,71.66,"2.0 - 3.1	(81)"
PHENIX,23.44,"3.8	(150)"
PHENIX,52.16,"3.8	(150)"
PHENIX,13.64,"4.0	(150)"
PHENIX,25.53,"3.8	(150)"
PHENIX,17.29,"3.4	(150)"
PHENIX,8.1,"3.6	(150)"
PHENIX,27.92,"3.2	(150)"
PHENIX,93.29,"2.0 - 3.1	(81)"
PHENIX,8.54,"4.0	(150)"
PHENIX,9.02,"3.6	(150)"
PHENIX,34.3,"3.6	(150)"
PHENIX,26.57,"3.4	(150)"
PHENIX,4.07,"4.0	(150)"
PHENIX,58.7,"3.4	(150)"
PHENIX,19.38,"3.6	(150)"
PHENIX,7.83,"4.0	(150)"
PHENIX,96.03,"2.0 - 3.1	(81)"
PHENIX,19.03,"3.8	(150)"
PHENIX,34.78,"3.8	(150)"
PHENIX,31.23,"3.4	(150)"
PHENIX,96.6,"1.0 - 1.9	(67)"
PHENIX,38,"3.4	(150)"
PHENIX,31.09,"4.0	(150)"
PHENIX,9.13,"4.0	(150)"
PHENIX,7.73,"3.8	(150)"
PHENIX,25.19,"3.6	(150)"
PHENIX,26.43,"3.4	(150)"
PHENIX,15.73,"3.8	(150)"
PHENIX,41.23,"3.2	(150)"
PHENIX,73.87,"3.4	(150)"
PHENIX,29.4,"3.4	(150)"
PHENIX,13.88,"3.8	(150)"
PHENIX,5.26,"3.6	(150)"
PHENIX,37.56,"3.2	(150)"
PHENIX,33.01,"3.8	(150)"
PHENIX,11.62,"4.0	(150)"
PHENIX,30.36,"3.8	(150)"
PHENIX,6.84,"3.4	(150)"
PHENIX,3.6,"4.0	(150)"
PHENIX,14.6,"4.0	(150)"
PHENIX,50.96,"3.2	(150)"
PHENIX,58.3,"3.4	(150)"
PHENIX,10.94,"4.0	(150)"
PHENIX,28.15,"3.4	(150)"
PHENIX,22.22,"3.2	(150)"
PHENIX,43.54,"3.2	(150)"
PHENIX,24.22,"3.8	(150)"
PHENIX,30.65,"3.2	(150)"
PHENIX,20.63,"4.0	(150)"
PHENIX,68.01,"3.2	(150)"
PHENIX,19.09,"3.8	(150)"
PHENIX,18.71,"3.4	(150)"
PHENIX,12.37,"4.0	(150)"
PHENIX,12.88,"3.8	(150)"
PHENIX,96.44,"1.0 - 1.9	(67)"
PHENIX,7.77,"3.8	(150)"
PHENIX,91.86,"1.0 - 1.9	(67)"
PHENIX,22.98,"3.6	(150)"
PHENIX,51.6,"3.4	(150)"
PHENIX,18.87,"3.6	(150)"
PHENIX,30.61,"3.2	(150)"
PHENIX,23.44,"3.6	(150)"
PHENIX,35.57,"3.2	(150)"
PHENIX,12.84,"4.0	(150)"
PHENIX,43.48,"3.2	(150)"
PHENIX,25.55,"3.8	(150)"
PHENIX,34.69,"4.0	(150)"
PHENIX,28.56,"3.2	(150)"
PHENIX,14.92,"3.8	(150)"
PHENIX,95.2,"1.0 - 1.9	(67)"
PHENIX,1.68,"3.8	(150)"
PHENIX,14.36,"3.8	(150)"
PHENIX,30.98,"3.6	(150)"
PHENIX,24,"3.4	(150)"
PHENIX,33.66,"3.4	(150)"
PHENIX,21.2,"3.6	(150)"
PHENIX,90.96,"2.0 - 3.1	(81)"
PHENIX,30.08,"3.4	(150)"
PHENIX,97.6,"2.0 - 3.1	(81)"
PHENIX,47.12,"3.6	(150)"
PHENIX,90.64,"2.0 - 3.1	(81)"
PHENIX,12.41,"3.4	(150)"
PHENIX,30.23,"3.8	(150)"
PHENIX,0.74,"3.4	(150)"
PHENIX,8.2,"4.0	(150)"
PHENIX,9.83,"3.6	(150)"
PHENIX,49.61,"3.2	(150)"
PHENIX,18.44,"3.8	(150)"
PHENIX,21.38,"4.0	(150)"
PHENIX,21.47,"3.4	(150)"
PHENIX,89.04,"2.0 - 3.1	(81)"
PHENIX,12.32,"3.8	(150)"
PHENIX,19.02,"4.0	(150)"
PHENIX,48.34,"3.6	(150)"
PHENIX,26.52,"3.2	(150)"
PHENIX,23.33,"3.6	(150)"
PHENIX,10.82,"4.0	(150)"
PHENIX,89.35,"1.0 - 1.9	(67)"
PHENIX,89.96,"2.0 - 3.1	(81)"
PHENIX,40.27,"3.8	(150)"
PHENIX,40.54,"3.2	(150)"
PHENIX,28.01,"3.6	(150)"
PHENIX,11.38,"4.0	(150)"
PHENIX,42.94,"3.2	(150)"
PHENIX,9.08,"4.0	(150)"
PHENIX,3.02,"3.6	(150)"
PHENIX,94.4,"2.0 - 3.1	(81)"
PHENIX,13.71,"4.0	(150)"
PHENIX,14,"4.0	(150)"
PHENIX,9.25,"3.8	(150)"
PHENIX,52.22,"3.2	(150)"
PHENIX,46.99,"3.4	(150)"
PHENIX,6.67,"4.0	(150)"
PHENIX,64.66,"3.2	(150)"
PHENIX,0.19,"4.0	(150)"
PHENIX,17.59,"3.6	(150)"
PHENIX,23.47,"3.8	(150)"
PHENIX,87.21,"2.0 - 3.1	(81)"
PHENIX,97.14,"1.0 - 1.9	(67)"
PHENIX,21.31,"3.8	(150)"
PHENIX,16.13,"3.6	(150)"
PHENIX,10.17,"3.4	(150)"
PHENIX,9.39,"4.0	(150)"
PHENIX,26.52,"3.4	(150)"
PHENIX,90.54,"2.0 - 3.1	(81)"
PHENIX,6.01,"4.0	(150)"
PHENIX,41.08,"3.2	(150)"
PHENIX,57.37,"3.6	(150)"
PHENIX,33.26,"3.8	(150)"
PHENIX,2.73,"3.8	(150)"
PHENIX,28.62,"3.4	(150)"
PHENIX,10.88,"4.0	(150)"
PHENIX,23.04,"3.8	(150)"
PHENIX,18.04,"3.6	(150)"
PHENIX,42.24,"3.2	(150)"
PHENIX,20.56,"3.4	(150)"
PHENIX,45.27,"3.6	(150)"
PHENIX,63.64,"3.6	(150)"
PHENIX,24.18,"3.2	(150)"
PHENIX,5.83,"4.0	(150)"
PHENIX,63.17,"3.2	(150)"
PHENIX,92.55,"2.0 - 3.1	(81)"
PHENIX,26.25,"3.6	(150)"
PHENIX,41.13,"3.4	(150)"
PHENIX,15.81,"3.8	(150)"
PHENIX,33.33,"3.4	(150)"
PHENIX,38.76,"3.6	(150)"
PHENIX,24.28,"3.2	(150)"
PHENIX,3.69,"4.0	(150)"
PHENIX,16.89,"3.4	(150)"
PHENIX,18.06,"3.8	(150)"
PHENIX,38.26,"3.6	(150)"
PHENIX,1.74,"4.0	(150)"
PHENIX,35.59,"3.2	(150)"
PHENIX,28.57,"3.8	(150)"
PHENIX,8.02,"3.8	(150)"
PHENIX,57.39,"3.2	(150)"
PHENIX,28.68,"3.6	(150)"
PHENIX,2.88,"4.0	(150)"
PHENIX,63.85,"3.4	(150)"
PHENIX,19.74,"3.4	(150)"
PHENIX,34.17,"3.2	(150)"
PHENIX,7.79,"4.0	(150)"
PHENIX,56.8,"3.8	(150)"
PHENIX,36.1,"3.2	(150)"
PHENIX,19.7,"3.4	(150)"
PHENIX,37.21,"3.4	(150)"
PHENIX,16.37,"3.6	(150)"
PHENIX,40.27,"4.0	(150)"
PHENIX,6.1,"3.8	(150)"
PHENIX,30.84,"3.4	(150)"
PHENIX,15.49,"3.4	(150)"
PHENIX,87.26,"1.0 - 1.9	(67)"
PHENIX,13.56,"3.6	(150)"
PHENIX,32.56,"3.6	(150)"
PHENIX,9.65,"3.4	(150)"
PHENIX,9.09,"4.0	(150)"
PHENIX,41.63,"3.2	(150)"
PHENIX,84.98,"2.0 - 3.1	(81)"
PHENIX,25.62,"3.6	(150)"
PHENIX,20.16,"4.0	(150)"
PHENIX,7.89,"3.8	(150)"
PHENIX,98.55,"1.0 - 1.9	(67)"
PHENIX,17.29,"4.0	(150)"
PHENIX,46.88,"3.2	(150)"
PHENIX,21.81,"3.8	(150)"
PHENIX,22.64,"3.4	(150)"
PHENIX,62.1,"3.2	(150)"
PHENIX,11.06,"3.8	(150)"
PHENIX,43.43,"3.4	(150)"
PHENIX,34.23,"4.0	(150)"
PHENIX,14.55,"4.0	(150)"
PHENIX,41.66,"3.2	(150)"
PHENIX,61.24,"2.0 - 3.1	(81)"
PHENIX,0,"3.4	(150)"
PHENIX,58.39,"3.4	(150)"
PHENIX,97.92,"2.0 - 3.1	(81)"
PHENIX,1.72,"4.0	(150)"
PHENIX,88.53,"1.0 - 1.9	(67)"
PHENIX,97.91,"1.0 - 1.9	(67)"
PHENIX,14.15,"3.8	(150)"
PHENIX,9.33,"3.8	(150)"
PHENIX,20.11,"3.4	(150)"
PHENIX,33.85,"3.2	(150)"
PHENIX,16.53,"3.6	(150)"
PHENIX,54.76,"3.4	(150)"
PHENIX,19.73,"3.6	(150)"
PHENIX,98.53,"2.0 - 3.1	(81)"
PHENIX,99.32,"1.0 - 1.9	(67)"
PHENIX,23.36,"3.6	(150)"
PHENIX,31.84,"3.4	(150)"
PHENIX,9.59,"4.0	(150)"
PHENIX,97.34,"2.0 - 3.1	(81)"
PHENIX,86.33,"2.0 - 3.1	(81)"
PHENIX,72.8,"3.4	(150)"
PHENIX,97.38,"2.0 - 3.1	(81)"
PHENIX,11.33,"3.8	(150)"
PHENIX,28.4,"3.6	(150)"
PHENIX,82.67,"2.0 - 3.1	(81)"
PHENIX,33.29,"3.4	(150)"
PHENIX,90.92,"2.0 - 3.1	(81)"
PHENIX,37,"3.2	(150)"
PHENIX,84.82,"1.0 - 1.9	(67)"
PHENIX,18.82,"3.4	(150)"
PHENIX,3.32,"4.0	(150)"
PHENIX,61.77,"3.2	(150)"
PHENIX,12.31,"4.0	(150)"
PHENIX,38.71,"3.2	(150)"
PHENIX,34.7,"4.0	(150)"
PHENIX,21.47,"3.8	(150)"
PHENIX,14.06,"4.0	(150)"
PHENIX,24.55,"3.2	(150)"
PHENIX,20.03,"3.4	(150)"
PHENIX,22.44,"3.6	(150)"
PHENIX,12.78,"4.0	(150)"
PHENIX,40.54,"3.2	(150)"
PHENIX,66.02,"3.2	(150)"
PHENIX,94.5,"1.0 - 1.9	(67)"
PHENIX,15.83,"3.8	(150)"
PHENIX,57.93,"3.4	(150)"
PHENIX,10.41,"3.6	(150)"
PHENIX,58.02,"3.2	(150)"
PHENIX,9.6,"4.0	(150)"
PHENIX,11.97,"3.8	(150)"
PHENIX,30.19,"3.4	(150)"
PHENIX,97.58,"1.0 - 1.9	(67)"
PHENIX,51.07,"3.2	(150)"
PHENIX,82.98,"2.0 - 3.1	(81)"
PHENIX,22.76,"3.6	(150)"
PHENIX,15.9,"3.6	(150)"
PHENIX,27.25,"3.2	(150)"
PHENIX,27.51,"3.8	(150)"
PHENIX,2.71,"4.0	(150)"
PHENIX,17.98,"4.0	(150)"
PHENIX,63.64,"3.2	(150)"
PHENIX,23.57,"3.4	(150)"
PHENIX,15.7,"3.6	(150)"
PHENIX,11.59,"4.0	(150)"
PHENIX,25.84,"3.6	(150)"
PHENIX,18.95,"3.4	(150)"
PHENIX,10.48,"4.0	(150)"
PHENIX,28.23,"4.0	(150)"
PHENIX,94.56,"1.0 - 1.9	(67)"
PHENIX,18.18,"3.6	(150)"
PHENIX,97.24,"2.0 - 3.1	(81)"
PHENIX,58.19,"3.4	(150)"
PHENIX,32.85,"3.4	(150)"
PHENIX,5.03,"1.0 - 1.9	(67)"
PHENIX,10.93,"3.8	(150)"
PHENIX,61.2,"3.2	(150)"
PHENIX,52.9,"3.6	(150)"
PHENIX,22.99,"3.4	(150)"
PHENIX,26.24,"3.8	(150)"
PHENIX,22.63,"3.4	(150)"
PHENIX,96.2,"1.0 - 1.9	(67)"
PHENIX,97.48,"2.0 - 3.1	(81)"
PHENIX,14.32,"4.0	(150)"
PHENIX,21.88,"3.2	(150)"
PHENIX,13.21,"4.0	(150)"
PHENIX,58.55,"3.4	(150)"
PHENIX,35.23,"3.2	(150)"
PHENIX,31.63,"3.2	(150)"
PHENIX,22.15,"3.6	(150)"
PHENIX,10.64,"4.0	(150)"
PHENIX,18.11,"3.6	(150)"
PHENIX,7.69,"3.8	(150)"
PHENIX,15.18,"3.4	(150)"
PHENIX,18.04,"3.8	(150)"
PHENIX,33.14,"3.4	(150)"
PHENIX,44.58,"3.4	(150)"
PHENIX,16.88,"3.8	(150)"
PHENIX,9.5,"3.8	(150)"
PHENIX,13,"3.4	(150)"
PHENIX,16.72,"3.6	(150)"
PHENIX,77.68,"2.0 - 3.1	(81)"
PHENIX,6.88,"3.8	(150)"
PHENIX,96.85,"1.0 - 1.9	(67)"
PHENIX,34.12,"3.2	(150)"
PHENIX,94.25,"2.0 - 3.1	(81)"
PHENIX,84.74,"2.0 - 3.1	(81)"
PHENIX,8.59,"4.0	(150)"
PHENIX,98.15,"1.0 - 1.9	(67)"
PHENIX,96.72,"1.0 - 1.9	(67)"
PHENIX,14.41,"4.0	(150)"
PHENIX,38.33,"3.2	(150)"
PHENIX,6.25,"4.0	(150)"
PHENIX,10.03,"4.0	(150)"
PHENIX,36.51,"3.6	(150)"
PHENIX,45.21,"3.2	(150)"
PHENIX,14.04,"3.6	(150)"
PHENIX,98.6,"2.0 - 3.1	(81)"
PHENIX,97.97,"1.0 - 1.9	(67)"
PHENIX,98.33,"1.0 - 1.9	(67)"
PHENIX,97.81,"1.0 - 1.9	(67)"
PHENIX,59.24,"3.2	(150)"
PHENIX,0.25,"2.0 - 3.1	(81)"
PHENIX,3.12,"3.6	(150)"
PHENIX,77.37,"1.0 - 1.9	(67)"
PHENIX,16.56,"3.2	(150)"
PHENIX,6.85,"3.8	(150)"
PHENIX,98.07,"1.0 - 1.9	(67)"
PHENIX,18.95,"3.2	(150)"
PHENIX,93.36,"2.0 - 3.1	(81)"
PHENIX,16.36,"4.0	(150)"
PHENIX,4.17,"3.8	(150)"
PHENIX,40,"3.2	(150)"
PHENIX,84.43,"2.0 - 3.1	(81)"
PHENIX,95.7,"1.0 - 1.9	(67)"
PHENIX,26.9,"3.4	(150)"
PHENIX,22.3,"3.2	(150)"
PHENIX,20.54,"3.8	(150)"
PHENIX,10.19,"4.0	(150)"
PHENIX,34.71,"3.2	(150)"
PHENIX,25.63,"3.4	(150)"
PHENIX,72.6,"2.0 - 3.1	(81)"
PHENIX,16.54,"4.0	(150)"
PHENIX,10.55,"3.8	(150)"
PHENIX,57.05,"3.4	(150)"
PHENIX,13.88,"3.8	(150)"
PHENIX,0.33,"1.0 - 1.9	(67)"
PHENIX,43.93,"3.4	(150)"
PHENIX,86.75,"2.0 - 3.1	(81)"
PHENIX,44.12,"3.6	(150)"
PHENIX,0,"3.6	(150)"
PHENIX,37.5,"3.2	(150)"
PHENIX,36.03,"3.2	(150)"
PHENIX,52.71,"3.2	(150)"
PHENIX,18.16,"3.6	(150)"
PHENIX,21.55,"3.4	(150)"
PHENIX,96.65,"1.0 - 1.9	(67)"
PHENIX,38.39,"3.6	(150)"
PHENIX,39.71,"3.8	(150)"
PHENIX,16.32,"3.4	(150)"
PHENIX,55.21,"3.6	(150)"
PHENIX,19.67,"3.8	(150)"
PHENIX,96.49,"1.0 - 1.9	(67)"
PHENIX,16.18,"3.4	(150)"
PHENIX,9.57,"4.0	(150)"
PHENIX,25.26,"4.0	(150)"
PHENIX,27.15,"3.2	(150)"
PHENIX,34.75,"3.4	(150)"
PHENIX,12.31,"3.8	(150)"
PHENIX,13.53,"4.0	(150)"
PHENIX,91.31,"2.0 - 3.1	(81)"
PHENIX,34.57,"3.6	(150)"
PHENIX,17.43,"3.8	(150)"
PHENIX,22.66,"3.6	(150)"
PHENIX,42.56,"3.4	(150)"
PHENIX,17.58,"3.8	(150)"
PHENIX,44.35,"3.2	(150)"
PHENIX,94.23,"1.0 - 1.9	(67)"
PHENIX,19.62,"4.0	(150)"
PHENIX,95.83,"2.0 - 3.1	(81)"
PHENIX,97.78,"2.0 - 3.1	(81)"
PHENIX,83.56,"2.0 - 3.1	(81)"
PHENIX,17.66,"3.6	(150)"
PHENIX,0.84,"4.0	(150)"
PHENIX,56.25,"3.4	(150)"
PHENIX,22.51,"3.6	(150)"
PHENIX,92.78,"2.0 - 3.1	(81)"
PHENIX,22.52,"3.6	(150)"
PHENIX,44.02,"3.6	(150)"
PHENIX,60.62,"3.2	(150)"
PHENIX,76.85,"2.0 - 3.1	(81)"
PHENIX,5.26,"3.6	(150)"
PHENIX,28.57,"3.6	(150)"
PHENIX,25.43,"3.6	(150)"
PHENIX,13.92,"3.8	(150)"
PHENIX,86.48,"2.0 - 3.1	(81)"
PHENIX,22.25,"3.6	(150)"
PHENIX,41.71,"3.2	(150)"
PHENIX,4.74,"4.0	(150)"
PHENIX,23.56,"3.6	(150)"
PHENIX,92.64,"1.0 - 1.9	(67)"
PHENIX,11.9,"3.8	(150)"
PHENIX,98.56,"1.0 - 1.9	(67)"
PHENIX,34.26,"3.8	(150)"
PHENIX,20.71,"3.6	(150)"
PHENIX,20.55,"3.2	(150)"
PHENIX,30.26,"3.4	(150)"
PHENIX,42.38,"3.4	(150)"
PHENIX,22.84,"3.8	(150)"
PHENIX,61.6,"3.6	(150)"
PHENIX,42.09,"3.2	(150)"
PHENIX,16.28,"4.0	(150)"
PHENIX,10.8,"4.0	(150)"
PHENIX,11.58,"4.0	(150)"
PHENIX,44.29,"3.8	(150)"
PHENIX,96.3,"1.0 - 1.9	(67)"
PHENIX,23.57,"3.6	(150)"
PHENIX,99.34,"1.0 - 1.9	(67)"
PHENIX,50,"3.4	(150)"
PHENIX,14.75,"4.0	(150)"
PHENIX,11.69,"3.2	(150)"
PHENIX,43.48,"3.4	(150)"
PHENIX,64.84,"3.2	(150)"
PHENIX,3.28,"3.4	(150)"
PHENIX,51.79,"3.2	(150)"
PHENIX,6.44,"4.0	(150)"
PHENIX,10.33,"3.8	(150)"
PHENIX,24.54,"3.2	(150)"
PHENIX,78.83,"3.2	(150)"
PHENIX,13.26,"3.8	(150)"
PHENIX,48.94,"3.2	(150)"
PHENIX,96.55,"1.0 - 1.9	(67)"
PHENIX,57.32,"3.4	(150)"
PHENIX,19.15,"3.6	(150)"
PHENIX,97.92,"1.0 - 1.9	(67)"
PHENIX,27.63,"3.2	(150)"
PHENIX,14.91,"3.2	(150)"
PHENIX,55.38,"3.4	(150)"
PHENIX,19.67,"3.4	(150)"
PHENIX,34.11,"3.4	(150)"
PHENIX,49.68,"3.4	(150)"
PHENIX,22.31,"3.8	(150)"
PHENIX,35.63,"3.2	(150)"
PHENIX,5.26,"3.8	(150)"
PHENIX,77.66,"2.0 - 3.1	(81)"
PHENIX,32.43,"3.4	(150)"
PHENIX,32.35,"3.2	(150)"
PHENIX,48.8,"3.6	(150)"
PHENIX,33.88,"3.8	(150)"
PHENIX,44.29,"3.4	(150)"
PHENIX,45.74,"3.6	(150)"
PHENIX,97.45,"2.0 - 3.1	(81)"
PHENIX,0.39,"4.0	(150)"
PHENIX,68.4,"3.2	(150)"
PHENIX,36.89,"3.2	(150)"
PHENIX,16.17,"3.6	(150)"
PHENIX,24.74,"3.4	(150)"
PHENIX,6.14,"3.4	(150)"
PHENIX,30.3,"3.8	(150)"
PHENIX,43.33,"3.2	(150)"
PHENIX,25,"3.2	(150)"
PHENIX,37.05,"3.2	(150)"
PHENIX,44.02,"3.2	(150)"
PHENIX,18.67,"3.4	(150)"
PHENIX,9.88,"3.8	(150)"
PHENIX,22,"3.8	(150)"
PHENIX,86.97,"2.0 - 3.1	(81)"
PHENIX,14.98,"3.6	(150)"
PHENIX,98.71,"1.0 - 1.9	(67)"
PHENIX,13.28,"3.8	(150)"
PHENIX,26.03,"3.4	(150)"
PHENIX,7.42,"3.4	(150)"
PHENIX,28.33,"3.4	(150)"
PHENIX,5.08,"3.6	(150)"
PHENIX,78.57,"2.0 - 3.1	(81)"
PHENIX,2.89,"4.0	(150)"
PHENIX,69.69,"2.0 - 3.1	(81)"
PHENIX,15.33,"3.6	(150)"
PHENIX,37.62,"3.2	(150)"
PHENIX,22.15,"3.2	(150)"
PHENIX,29.31,"3.2	(150)"
PHENIX,35.46,"3.4	(150)"
PHENIX,0.88,"3.8	(150)"
PHENIX,5.56,"4.0	(150)"
PHENIX,30.48,"3.6	(150)"
PHENIX,64.33,"3.6	(150)"
PHENIX,96.36,"2.0 - 3.1	(81)"
PHENIX,31.52,"3.2	(150)"
PHENIX,87.2,"1.0 - 1.9	(67)"
PHENIX,1.64,"4.0	(150)"
PHENIX,12.24,"3.8	(150)"
PHENIX,67.84,"2.0 - 3.1	(81)"
PHENIX,27.35,"3.4	(150)"
PHENIX,35.89,"3.4	(150)"
PHENIX,18.09,"3.8	(150)"
PHENIX,51.02,"3.2	(150)"
